"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"3/1/1979","-75","6.40069007873535","1203","22.172","15.697","13.0891842","1.13735175228697","0.946740645510874","15.68604312",
"3/2/1979","-75","6.40069007873535","1203","22.328","13.42","11.576843532","1.58133131664898","0.942635404473905","18.63849294",
"3/3/1979","-75","6.40069007873535","1203","24.396","13.423","8.576202744","1.75422007709908","0.887208551704729","21.44374092",
"3/4/1979","-75","6.40069007873535","1203","22.031","15.213","28.5713221464","1.29233495973068","0.961168906206212","18.11948202",
"3/5/1979","-75","6.40069007873535","1203","22.08","15.154","30.35316312","0.968686175302352","0.965555323143951","15.76681632",
"3/6/1979","-75","6.40069007873535","1203","21.835","15.851","27.65121624","1.03860278589638","0.963832575117425","14.55784137",
"3/7/1979","-75","6.40069007873535","1203","17.818","15.99","27.31132152","0.920303109044899","0.980840645298554","1.95406911",
"3/8/1979","-75","6.40069007873535","1203","19.716","15.507","28.44944244","0.857657521997177","0.976310778419295","8.8638201",
"3/9/1979","-75","6.40069007873535","1203","22.492","14.613","9.240524856","1.09611127448048","0.938620035457385","19.75139622",
"3/10/1979","-75","6.40069007873535","1203","25.322","13.573","1.1054981448","1.87523791620394","0.821842287772006","26.383662432",
"3/11/1979","-75","6.40069007873535","1203","26.163","14.127","6.80637312","2.01776733277521","0.843713775517255","27.034260768",
"3/12/1979","-75","6.40069007873535","1203","23.602","15.539","18.09654516","1.38361163304182","0.91982823358795","22.92672978",
"3/13/1979","-75","6.40069007873535","1203","24.422","14.279","3.795434244","1.63477681313306","0.904560521298589","22.012815312",
"3/14/1979","-75","6.40069007873535","1203","25.431","13.932","3.6495170064","1.91448688057354","0.886624261575701","22.932956952",
"3/15/1979","-75","6.40069007873535","1203","23.24","15.903","16.01600544","1.56136056519186","0.927331029813497","24.63002028",
"3/16/1979","-75","6.40069007873535","1203","22.658","15.445","12.77331912","1.46727375539091","0.948379995633283","19.049234472",
"3/17/1979","-75","6.40069007873535","1203","25.479","15.368","6.825258648","1.71620691949562","0.879997816754155","23.113751112",
"3/18/1979","-75","6.40069007873535","1203","22.071","15.845","20.9186576064","1.22460681959422","0.951074389956174","13.695015888",
"3/19/1979","-75","6.40069007873535","1203","21.539","15.48","28.1764953","0.850865965637351","0.948547767701184","7.12041075",
"3/20/1979","-75","6.40069007873535","1203","23.263","16.091","21.049122672","1.19420582375028","0.935031112024679","23.16898395",
"3/21/1979","-75","6.40069007873535","1203","21.351","14.02","24.92694468","1.13633350488237","0.967589499001931","20.0675214",
"3/22/1979","-75","6.40069007873535","1203","20.049","15.396","23.62060368","1.05411409489881","0.971653770470812","8.25957972",
"3/23/1979","-75","6.40069007873535","1203","20.494","15.365","21.464535636","0.721490476601519","0.964880762724154","4.75993224",
"3/24/1979","-75","6.40069007873535","1203","17.751","15.602","28.68289452","0.870557598894811","0.983470906805953","1.82086812",
"3/25/1979","-75","6.40069007873535","1203","17.842","14.821","22.1408838","1.0666373015321","0.987494193686908","5.27585319",
"3/26/1979","-75","6.40069007873535","1203","18.872","12.982","6.57120096","1.24044874449445","0.9765763071663","10.604306952",
"3/27/1979","-75","6.40069007873535","1203","23.926","11.827","2.4135590304","1.92877889229728","0.896253149682567","21.152644848",
"3/28/1979","-75","6.40069007873535","1203","25.342","14.004","6.811527348","1.91706963219853","0.882801413424041","22.05591174",
"3/29/1979","-75","6.40069007873535","1203","23.929","15.4","25.3406556","1.15171947249161","0.937718062815379","17.30953044",
"3/30/1979","-75","6.40069007873535","1203","24.595","15.429","6.19011036","1.44789712511338","0.913424773584552","17.68854402",
"3/31/1979","-75","6.40069007873535","1203","25.302","13.395","0.315857088","2.10583906347287","0.803853946686442","28.459016568",
"4/1/1979","-75","6.40069007873535","1203","25.319","12.645","0.9269717328","2.27060164845429","0.810740338105412","27.234389232",
"4/2/1979","-75","6.40069007873535","1203","26.074","14.432","5.091477336","1.82843795260566","0.858497899368751","21.80589615",
"4/3/1979","-75","6.40069007873535","1203","23.705","15.89","12.160493568","1.4699321798419","0.912059012513095","17.783769168",
"4/4/1979","-75","6.40069007873535","1203","23.942","15.509","5.80730004","1.52292215740664","0.908468403276066","21.070405368",
"4/5/1979","-75","6.40069007873535","1203","24.113","15.213","8.02344996","1.57494335584998","0.898546601849718","24.370317432",
"4/6/1979","-75","6.40069007873535","1203","23.842","15.61","31.08788172","1.41968186292149","0.896077053931882","18.698229",
"4/7/1979","-75","6.40069007873535","1203","24.487","14.288","0.669479472","1.8336750962973","0.826683537337268","20.9729259",
"4/8/1979","-75","6.40069007873535","1203","26.24","14.483","0.2300263056","1.95414489946299","0.745345611405798","23.476104432",
"4/9/1979","-75","6.40069007873535","1203","26.668","14.18","0.051498396","2.20298835548333","0.72151058347658","23.1568317",
"4/10/1979","-75","6.40069007873535","1203","26.106","14.891","0","2.07839760477765","0.698952971567846","24.506671968",
"4/11/1979","-75","6.40069007873535","1203","27.73","14.313","0","2.26402771472947","0.676867759753416","28.37148552",
"4/12/1979","-75","6.40069007873535","1203","28.035","16.08","2.5955174448","2.25905817228366","0.655415000692165","28.6805286",
"4/13/1979","-75","6.40069007873535","1203","28.818","14.878","8.4594726","2.18409869115613","0.700216645789688","29.03950728",
"4/14/1979","-75","6.40069007873535","1203","26.115","15.396","9.4654094616","1.73631964295683","0.811848679249361","19.381443912",
"4/15/1979","-75","6.40069007873535","1203","25.816","15.146","8.68263642","1.70833479586154","0.790507387626223","21.6726237",
"4/16/1979","-75","6.40069007873535","1203","25.933","14.545","0.5527494","2.0368203253353","0.739008458503649","24.1513848",
"4/17/1979","-75","6.40069007873535","1203","25.914","15.112","0.02746584","1.85811547048789","0.696119186241428","21.2779134",
"4/18/1979","-75","6.40069007873535","1203","27.881","15.445","0","1.85461128311287","0.685610931942991","25.187175",
"4/19/1979","-75","6.40069007873535","1203","28.919","13.573","16.0537716","1.76952532651978","0.726143967217137","27.9790902",
"4/20/1979","-75","6.40069007873535","1203","23.462","16.786","45.36319752","1.2585629135739","0.930962601949098","19.26781992",
"4/21/1979","-75","6.40069007873535","1203","19.712","14.097","96.23508084","0.916423275016769","0.977736097705054","5.25155274",
"4/22/1979","-75","6.40069007873535","1203","22.079","14.926","22.6112437368","1.28679489245521","0.930183764221677","14.1391152",
"4/23/1979","-75","6.40069007873535","1203","22.224","15.191","35.578530288","1.16126215341392","0.93143759817278","17.528292",
"4/24/1979","-75","6.40069007873535","1203","20.913","16.349","71.5828428","1.01862556897687","0.973270547316567","13.76088516",
"4/25/1979","-75","6.40069007873535","1203","21.241","14.839","6.729125724","1.16823820103417","0.908560489167817","17.2102527",
"4/26/1979","-75","6.40069007873535","1203","17.773","14.999","11.250689724","1.02094726469973","0.975665593770805","2.21844366",
"4/27/1979","-75","6.40069007873535","1203","19.616","14.744","32.49205884","0.728503290789171","0.978673175782242","4.48267482",
"4/28/1979","-75","6.40069007873535","1203","19.287","15.692","67.21224444","0.627539757892334","0.973545707475663","3.32657208",
"4/29/1979","-75","6.40069007873535","1203","18.151","14.532","33.930581112","1.22458710274569","0.98613083090587","7.040702808",
"4/30/1979","-75","6.40069007873535","1203","23.544","13.875","22.6970627832","1.33632680558969","0.921391162761293","22.9510062",
"5/1/1979","-75","6.40069007873535","1203","23.299","16.151","66.240707688","1.05472116986194","0.930861426142938","11.42482014",
"5/2/1979","-75","6.40069007873535","1203","24.437","13.235","5.34210516","1.31413321156382","0.884948522192625","18.48526848",
"5/3/1979","-75","6.40069007873535","1203","23.281","15.133","2.42385948","1.6699179113717","0.84382572329904","26.98768116",
"5/4/1979","-75","6.40069007873535","1203","25.037","13.965","0.048065184","2.01395996921856","0.764880492963268","23.1362982",
"5/5/1979","-75","6.40069007873535","1203","26.52","14.039","6.5025339768","1.8211695851222","0.793172288213573","27.85140306",
"5/6/1979","-75","6.40069007873535","1203","27.198","13.654","1.2737268","2.13469675125157","0.741399283565763","28.2441987",
"5/7/1979","-75","6.40069007873535","1203","26.822","12.496","0","1.80541787441889","0.734140729383015","21.17272635",
"5/8/1979","-75","6.40069007873535","1203","27.264","12.131","0","2.1042116636475","0.711182206604305","28.89968004",
"5/9/1979","-75","6.40069007873535","1203","27.34","12.928","0","1.9541028190073","0.70924084912471","27.758871",
"5/10/1979","-75","6.40069007873535","1203","28.145","14.613","0.01373292","2.18179953181302","0.628059186039989","28.64295045",
"5/11/1979","-75","6.40069007873535","1203","28.467","14.571","4.40826372","2.01627432466238","0.737918054642958","27.61441614",
"5/12/1979","-75","6.40069007873535","1203","27.752","15.585","15.79628178","1.84893183368258","0.772517055776867","26.40374775",
"5/13/1979","-75","6.40069007873535","1203","24.689","14.221","6.59523096","1.68204174882509","0.81503433071076","17.327919168",
"5/14/1979","-75","6.40069007873535","1203","27.416","14.528","2.2659336","2.04366422611219","0.698887005073536","28.23531318",
"5/15/1979","-75","6.40069007873535","1203","25.619","14.392","1.92947544","1.59018134242049","0.777703516990078","20.54221542",
"5/16/1979","-75","6.40069007873535","1203","26.696","15.727","1.548385848","1.65744421997256","0.807271108239117","21.52462302",
"5/17/1979","-75","6.40069007873535","1203","23.162","15.007","3.721620204","0.962752151845147","0.859824307439616","11.8029375",
"5/18/1979","-75","6.40069007873535","1203","25.277","14.965","26.34658848","1.10511689265899","0.891241538827421","16.6980348",
"5/19/1979","-75","6.40069007873535","1203","21.748","16.59","38.89160748","0.780312021041295","0.95941946146159","11.73600306",
"5/20/1979","-75","6.40069007873535","1203","25.069","16.346","37.490839488","1.49246349705728","0.868103342220721","24.293807532",
"5/21/1979","-75","6.40069007873535","1203","22.26","16.386","51.28213032","1.18920776126682","0.929842283576504","10.660380732",
"5/22/1979","-75","6.40069007873535","1203","23.656","15.582","19.215776016","1.24128253155879","0.909374709507379","22.173693768",
"5/23/1979","-75","6.40069007873535","1203","21.189","15.137","33.604420968","0.980354302337916","0.951291539555152","9.703859202",
"5/24/1979","-75","6.40069007873535","1203","26.713","15.163","9.9460599264","1.67506226737879","0.842575545077125","24.686830332",
"5/25/1979","-75","6.40069007873535","1203","24.742","16.039","10.766603052","1.59953208116744","0.839582672629275","22.19315445",
"5/26/1979","-75","6.40069007873535","1203","26.196","15.237","8.2466123112","1.97381576139659","0.815201738045737","22.59505818",
"5/27/1979","-75","6.40069007873535","1203","27.159","15.725","6.72569784","1.86207403299274","0.763436148893004","26.37252774",
"5/28/1979","-75","6.40069007873535","1203","27.485","15.238","11.84806872","1.69668708911318","0.769353633958922","25.36486794",
"5/29/1979","-75","6.40069007873535","1203","22.875","16.061","10.2344575968","1.11043906542286","0.923963982524907","13.3714656",
"5/30/1979","-75","6.40069007873535","1203","25.617","16.522","17.33093064","1.31292809369309","0.87199780652485","18.650921292",
"5/31/1979","-75","6.40069007873535","1203","26.779","13.862","12.41626896","1.72799143080295","0.788739496587198","26.0586567",
"6/1/1979","-75","6.40069007873535","1203","27.145","13.929","7.041549996","1.73389631167183","0.772600088257518","26.75908152",
"6/2/1979","-75","6.40069007873535","1203","25.352","13.144","9.044841492","1.41019744565828","0.80909679291669","24.36738795",
"6/3/1979","-75","6.40069007873535","1203","25.841","15.106","8.874894852","1.39216783410717","0.856165133103983","21.96325926",
"6/4/1979","-75","6.40069007873535","1203","27.385","15.531","14.23072908","1.69155651173344","0.784834635268969","26.71318044",
"6/5/1979","-75","6.40069007873535","1203","24.716","15.464","30.89389824","1.42280067086101","0.922668108734454","18.89256474",
"6/6/1979","-75","6.40069007873535","1203","18.463","16.14","39.05982792","0.748846656953741","0.984724216736486","2.21810652",
"6/7/1979","-75","6.40069007873535","1203","23.358","14.738","22.6404162144","1.27328109587749","0.902389365913042","18.9842706",
"6/8/1979","-75","6.40069007873535","1203","23.62","13.901","39.540486132","1.20162282671588","0.875771075816974","10.06892055",
"6/9/1979","-75","6.40069007873535","1203","26.664","11.815","0.80165844","1.59975424948481","0.761612129229175","25.948971",
"6/10/1979","-75","6.40069007873535","1203","27.508","12.037","0","1.77512352448219","0.738639390166765","27.23501268",
"6/11/1979","-75","6.40069007873535","1203","28.081","12.648","0","2.06357706241888","0.683765974953024","27.3389004",
"6/12/1979","-75","6.40069007873535","1203","28.147","12.2","4.6279944","1.91624356077222","0.705128167464355","27.33012612",
"6/13/1979","-75","6.40069007873535","1203","28.212","14.164","5.481148572","2.1358687757907","0.712508083081952","27.13455162",
"6/14/1979","-75","6.40069007873535","1203","24.378","13.879","7.573699044","1.46620557704653","0.819669752235792","14.03567028",
"6/15/1979","-75","6.40069007873535","1203","27.626","14.545","0.0429153264","2.47640867946306","0.61399269486767","27.4471839",
"6/16/1979","-75","6.40069007873535","1203","27.573","14.876","4.9043666664","2.12903165632913","0.657532725795599","26.61592842",
"6/17/1979","-75","6.40069007873535","1203","27.259","12.123","3.02295816","2.02684982246117","0.720537229767745","24.9079473",
"6/18/1979","-75","6.40069007873535","1203","28.17","13.743","0.3965377464","2.09544751980568","0.667723273897866","26.97861888",
"6/19/1979","-75","6.40069007873535","1203","28.788","13.627","0.140762196","2.25190504871204","0.609344134585032","26.79406632",
"6/20/1979","-75","6.40069007873535","1203","27.879","14.239","0.048065184","2.18766161779971","0.646259987041392","25.52011992",
"6/21/1979","-75","6.40069007873535","1203","28.613","14.885","0","2.65052264345754","0.55826211209413","27.36984528",
"6/22/1979","-75","6.40069007873535","1203","28.944","13.398","0.065231316","2.42538710145612","0.589715287061365","26.9604612",
"6/23/1979","-75","6.40069007873535","1203","28.658","13.423","0.01373292","2.18291327197652","0.634036315549882","27.44190648",
"6/24/1979","-75","6.40069007873535","1203","28.766","15.211","0.084114144","2.29871000010605","0.612748959548081","26.428491",
"6/25/1979","-75","6.40069007873535","1203","28.85","16.225","0.2798083512","2.37700693300544","0.627496754055891","27.0386964",
"6/26/1979","-75","6.40069007873535","1203","29.067","16.142","0.08583084","2.64884792966582","0.550861886002643","25.8282504",
"6/27/1979","-75","6.40069007873535","1203","29.052","15.609","0","2.9207974345545","0.538193613311506","27.4462902",
"6/28/1979","-75","6.40069007873535","1203","27.305","15.898","0","2.97174877987682","0.536194294366257","23.21082864",
"6/29/1979","-75","6.40069007873535","1203","28.846","13.501","0","2.58255904509872","0.554058125372664","27.20852136",
"6/30/1979","-75","6.40069007873535","1203","29.535","14.443","0","2.26618852504856","0.537547132276921","27.4674888",
"7/1/1979","-75","6.40069007873535","1203","29.702","15.306","1.036835064","2.13668219884938","0.598129877816076","27.13770576",
"7/2/1979","-75","6.40069007873535","1203","28.81","13.178","2.4539022","1.80773990194282","0.728495077496807","25.8170076",
"7/3/1979","-75","6.40069007873535","1203","29.434","14.13","1.00422","2.29804561388778","0.637658275010386","26.74029564",
"7/4/1979","-75","6.40069007873535","1203","29.182","15.021","0","2.62303761812471","0.548475883130726","26.23759056",
"7/5/1979","-75","6.40069007873535","1203","28.225","15.406","0","3.01455892974827","0.530394604446377","25.097116032",
"7/6/1979","-75","6.40069007873535","1203","28.723","14.957","0","3.54161267727048","0.523350042433105","27.08358912",
"7/7/1979","-75","6.40069007873535","1203","29.312","15.001","0","3.25557863024943","0.494971353600129","28.0432764",
"7/8/1979","-75","6.40069007873535","1203","29.425","15.256","0","3.19603377203078","0.471402364852255","28.26658656",
"7/9/1979","-75","6.40069007873535","1203","29.073","15.707","0","3.11801730818123","0.468374088642983","27.6681978",
"7/10/1979","-75","6.40069007873535","1203","28.686","15.587","0","3.59435647472244","0.495927074819808","27.64765728",
"7/11/1979","-75","6.40069007873535","1203","28.865","15.118","0","2.97275031211927","0.487082848256449","27.87953328",
"7/12/1979","-75","6.40069007873535","1203","29.041","14.205","0","2.25194996309653","0.548207259042085","27.48999168",
"7/13/1979","-75","6.40069007873535","1203","28.596","15.797","9.06372036","1.88646789825667","0.678141495395102","24.669672768",
"7/14/1979","-75","6.40069007873535","1203","26.865","15.112","17.89741476","1.80171389855515","0.784517064277535","24.900582168",
"7/15/1979","-75","6.40069007873535","1203","27.677","12.887","7.59258612","1.69744453486485","0.733357377513964","27.0262692",
"7/16/1979","-75","6.40069007873535","1203","29.105","13.473","4.8219656544","2.0981804632569","0.683189262717664","25.67728116",
"7/17/1979","-75","6.40069007873535","1203","29.227","13.01","3.13453566","2.00370272004373","0.650752289985274","25.01853804",
"7/18/1979","-75","6.40069007873535","1203","26.622","12.451","10.3674888","1.57066632178957","0.800778827401887","21.4091955",
"7/19/1979","-75","6.40069007873535","1203","26.502","12.489","7.62176772","1.72430278566939","0.787724722723842","21.6607527",
"7/20/1979","-75","6.40069007873535","1203","28.618","11.302","1.7337807","2.10029745662226","0.693125663974188","27.22634964",
"7/21/1979","-75","6.40069007873535","1203","28.736","13.499","0.45146952","2.44051696490891","0.549894203509534","28.38881484",
"7/22/1979","-75","6.40069007873535","1203","28.251","14.901","2.507973552","2.00128150350984","0.656917992714403","22.7022732",
"7/23/1979","-75","6.40069007873535","1203","29.286","13.655","2.336309568","2.11338582543536","0.633937879812289","28.1352996",
"7/24/1979","-75","6.40069007873535","1203","29.105","13.801","3.72505248","2.3343544621814","0.632565337232353","28.13322168",
"7/25/1979","-75","6.40069007873535","1203","29.13","10.646","1.5655490064","2.27995901066459","0.638621171790754","27.4006683",
"7/26/1979","-75","6.40069007873535","1203","28.751","14.416","0","2.58742361099391","0.469965142793453","27.7908732",
"7/27/1979","-75","6.40069007873535","1203","28.844","14.07","0","2.50394928663275","0.485812240415526","28.37548044",
"7/28/1979","-75","6.40069007873535","1203","28.752","13.305","0.3845214","2.258218729028","0.5483119038409","28.38020796",
"7/29/1979","-75","6.40069007873535","1203","29.272","12.175","1.28402676","2.46746624632366","0.615897713989241","28.2234456",
"7/30/1979","-75","6.40069007873535","1203","28.76","13.423","3.34911096","1.95130454200315","0.62469550041863","22.86387576",
"7/31/1979","-75","6.40069007873535","1203","27.9","13.75","6.9454206","1.75264647877495","0.746242935553565","24.23486448",
"8/1/1979","-75","6.40069007873535","1203","29.102","13.258","5.6991589056","1.87445437072218","0.687677068894692","27.24350112",
"8/2/1979","-75","6.40069007873535","1203","29.574","13.864","1.206780768","2.10418717146472","0.634493520782553","24.836340168",
"8/3/1979","-75","6.40069007873535","1203","29.436","12.555","0.030899052","2.14417954179823","0.591978452425977","26.9295822",
"8/4/1979","-75","6.40069007873535","1203","28.825","15.425","0","2.18741002206042","0.526237257761774","23.022054432",
"8/5/1979","-75","6.40069007873535","1203","30.708","16.19","0","2.67733298396513","0.489145150269323","27.674716032",
"8/6/1979","-75","6.40069007873535","1203","30.602","15.951","0","2.57691815233647","0.460275652315718","28.59631344",
"8/7/1979","-75","6.40069007873535","1203","30.196","16.169","0","2.74422843270361","0.446126917191961","28.54568952",
"8/8/1979","-75","6.40069007873535","1203","29.477","16.489","0","3.35342848711256","0.478562029440896","27.8408232",
"8/9/1979","-75","6.40069007873535","1203","29.908","15.813","0","3.05736546844995","0.469297074662586","28.40303952",
"8/10/1979","-75","6.40069007873535","1203","30.751","16.187","0","2.63536938707664","0.437899957660186","28.29937392",
"8/11/1979","-75","6.40069007873535","1203","30.021","17.387","0","2.47300225125812","0.457705601894505","23.573696832",
"8/12/1979","-75","6.40069007873535","1203","30.718","16.145","0","2.42202094582218","0.484654950068022","27.7765884",
"8/13/1979","-75","6.40069007873535","1203","30.422","16.173","0","2.28888277194306","0.482872476673438","26.5006629",
"8/14/1979","-75","6.40069007873535","1203","30.542","15.468","0.168228","2.19463076280244","0.543136553248162","25.7872554",
"8/15/1979","-75","6.40069007873535","1203","29.987","13.843","5.92232292","2.21980344167239","0.644347510020752","26.8867674",
"8/16/1979","-75","6.40069007873535","1203","29.031","15.378","11.70214992","1.74900385452162","0.733299160462019","23.662296432",
"8/17/1979","-75","6.40069007873535","1203","30.682","14.302","4.8717461592","2.04397560184804","0.652630787057156","27.409955832",
"8/18/1979","-75","6.40069007873535","1203","28.256","14.704","2.4959576016","1.68874087737709","0.687369408116087","20.1862179",
"8/19/1979","-75","6.40069007873535","1203","30.121","14.371","4.21943472","2.07077742125832","0.634474822490071","26.616713832",
"8/20/1979","-75","6.40069007873535","1203","28.773","13.619","3.48472926","1.46897320591491","0.690196985043575","20.719294632",
"8/21/1979","-75","6.40069007873535","1203","28.301","12.999","6.6879273456","1.67654486580821","0.731133143619802","21.7324674",
"8/22/1979","-75","6.40069007873535","1203","28.599","13.807","8.4783570984","1.77421817610631","0.742189232087487","20.433034152",
"8/23/1979","-75","6.40069007873535","1203","25.503","14.867","8.7942109824","1.5646540354508","0.782088768858425","18.580106232",
"8/24/1979","-75","6.40069007873535","1203","24.982","15.596","19.610596548","1.08070918366649","0.885726918251637","15.698581848",
"8/25/1979","-75","6.40069007873535","1203","22.802","14.164","15.5593782","1.15032802020942","0.911387180031304","12.70608777",
